sno,sort_order,event_type_mod,side,is_goal,assist_method,shot_outcome_mod,location_mod,Side1_Win,Side2_Win,Draw
20,85,7,2,0,0,0,6,1,0,0
20,86,7,2,0,0,0,6,1,0,0
20,87,0,2,0,0,0,2,1,0,0
20,88,0,1,0,0,0,1,1,0,0
20,89,0,1,0,0,0,1,1,0,0
20,90,3,2,0,0,0,6,1,0,0
20,91,3,2,0,0,0,6,1,0,0
20,92,0,1,0,0,0,2,1,0,0
20,93,3,2,0,0,0,6,1,0,0
20,94,1,1,0,1,2,15,1,0,0
20,95,0,1,0,0,0,2,1,0,0
20,96,3,2,0,0,0,6,1,0,0
20,97,4,2,0,0,0,6,1,0,0
20,98,3,1,0,0,0,6,1,0,0
20,99,0,2,0,0,0,2,1,0,0
20,100,7,1,0,0,0,6,1,0,0
20,101,3,1,0,0,0,6,1,0,0
20,102,0,2,0,0,0,2,1,0,0
20,103,0,2,0,0,0,6,1,0,0
20,104,1,1,1,2,1,3,1,0,0
20,105,1,1,0,1,1,3,1,0,0
20,106,0,1,0,0,0,6,1,0,0
20,107,1,1,0,1,2,15,1,0,0
20,108,3,1,0,0,0,6,1,0,0
20,109,0,2,0,0,0,2,1,0,0
20,110,0,1,0,0,0,6,1,0,0
21,1,0,1,0,0,0,2,0,0,1
21,2,3,2,0,0,0,6,0,0,1
21,3,1,2,0,1,2,3,0,0,1
21,4,3,2,0,0,0,6,0,0,1
21,5,0,1,0,0,0,1,0,0,1
21,6,4,2,0,0,0,6,0,0,1
21,7,0,2,0,0,0,1,0,0,1
21,8,3,1,0,0,0,6,0,0,1
21,9,1,1,0,1,1,15,0,0,1
21,10,0,2,0,0,0,2,0,0,1
21,11,3,1,0,0,0,6,0,0,1
21,12,1,1,0,1,1,13,0,0,1
21,13,0,1,0,0,0,6,0,0,1
21,14,1,1,0,3,2,3,0,0,1
21,15,1,2,0,1,1,15,0,0,1
21,16,3,2,0,0,0,6,0,0,1
21,17,0,1,0,0,0,2,0,0,1
21,18,4,2,0,0,0,6,0,0,1
21,19,3,2,0,0,0,6,0,0,1
21,20,0,1,0,0,0,1,0,0,1
21,21,1,1,0,0,1,15,0,0,1
21,22,0,2,0,0,0,2,0,0,1
21,23,3,1,0,0,0,6,0,0,1
21,24,3,2,0,0,0,6,0,0,1
21,25,0,1,0,0,0,2,0,0,1
21,26,0,1,0,0,0,6,0,0,1
21,27,0,2,0,0,0,1,0,0,1
21,28,3,1,0,0,0,6,0,0,1
21,29,1,2,0,0,1,15,0,0,1
21,30,1,1,0,1,1,3,0,0,1
21,31,0,1,0,0,0,6,0,0,1
21,32,1,1,0,1,1,15,0,0,1
21,33,0,1,0,0,0,6,0,0,1
21,34,0,2,0,0,0,2,0,0,1
21,35,3,1,0,0,0,6,0,0,1
21,36,3,2,0,0,0,6,0,0,1
21,37,0,1,0,0,0,2,0,0,1
21,38,0,2,0,0,0,1,0,0,1
21,39,3,1,0,0,0,6,0,0,1
21,40,3,2,0,0,0,6,0,0,1
21,41,0,1,0,0,0,1,0,0,1
21,42,0,2,0,0,0,6,0,0,1
21,43,0,1,0,0,0,6,0,0,1
21,44,1,1,0,1,1,15,0,0,1
21,45,3,2,0,0,0,6,0,0,1
21,46,0,1,0,0,0,1,0,0,1
21,47,0,2,0,0,0,1,0,0,1
21,48,3,1,0,0,0,6,0,0,1
21,49,0,2,0,0,0,6,0,0,1
21,50,1,2,0,0,1,15,0,0,1
21,51,0,2,0,0,0,6,0,0,1
21,52,0,2,0,0,0,2,0,0,1
21,53,3,1,0,0,0,6,0,0,1
21,54,0,2,0,0,0,2,0,0,1
21,55,4,1,0,0,0,6,0,0,1
21,56,0,2,0,0,0,2,0,0,1
21,57,3,1,0,0,0,6,0,0,1
21,58,3,2,0,0,0,6,0,0,1
21,59,0,1,0,0,0,2,0,0,1
21,60,3,2,0,0,0,6,0,0,1
21,61,0,1,0,0,0,2,0,0,1
21,62,3,2,0,0,0,6,0,0,1
21,63,0,1,0,0,0,2,0,0,1
21,64,0,1,0,0,0,6,0,0,1
21,65,1,1,0,1,1,15,0,0,1
21,66,0,2,0,0,0,6,0,0,1
21,67,0,2,0,0,0,2,0,0,1
21,68,3,1,0,0,0,6,0,0,1
21,69,0,1,0,0,0,6,0,0,1
21,70,0,1,0,0,0,6,0,0,1
21,71,0,1,0,0,0,6,0,0,1
21,72,1,1,0,2,1,3,0,0,1
21,73,3,2,0,0,0,6,0,0,1
21,74,0,1,0,0,0,1,0,0,1
21,75,0,2,0,0,0,6,0,0,1
21,76,0,2,0,0,0,6,0,0,1
21,77,1,2,1,2,1,3,0,1,0
21,78,1,1,0,1,1,3,0,1,0
21,79,1,1,0,1,1,15,0,1,0
21,80,7,2,0,0,0,6,0,1,0
21,81,1,1,0,0,1,3,0,1,0
21,82,1,1,0,0,1,3,0,1,0
21,83,1,1,0,0,1,13,0,1,0
21,84,7,1,0,0,0,6,0,1,0
21,85,7,1,0,0,0,6,0,1,0
21,86,0,2,0,0,0,6,0,1,0
21,87,7,2,0,0,0,6,0,1,0
21,88,0,2,0,0,0,6,0,1,0
21,89,1,1,0,1,1,3,0,1,0
21,90,0,1,0,0,0,6,0,1,0
21,91,0,2,0,0,0,1,0,1,0
21,92,3,1,0,0,0,6,0,1,0
21,93,1,2,0,1,2,15,0,1,0
21,94,3,2,0,0,0,6,0,1,0
21,95,0,1,0,0,0,1,0,1,0
21,96,1,1,0,1,1,3,0,1,0
21,97,0,1,0,0,0,6,0,1,0
21,98,3,2,0,0,0,6,0,1,0
21,99,0,1,0,0,0,2,0,1,0
21,100,1,1,0,1,1,15,0,1,0
21,101,7,2,0,0,0,6,0,1,0
21,102,0,1,0,0,0,6,0,1,0
21,103,1,1,0,0,2,15,0,1,0
21,104,0,2,0,0,0,1,0,1,0
21,105,3,1,0,0,0,6,0,1,0
21,106,1,2,0,2,2,3,0,1,0
21,107,1,1,1,2,1,13,0,0,1
21,108,1,1,0,0,1,3,0,0,1
21,109,3,2,0,0,0,6,0,0,1
21,110,0,1,0,0,0,1,0,0,1
21,111,7,1,0,0,0,6,0,0,1
21,112,1,1,0,0,1,15,0,0,1
21,113,3,2,0,0,0,6,0,0,1
21,114,0,1,0,0,0,1,0,0,1
21,115,1,1,0,0,1,15,0,0,1
21,116,0,1,0,0,0,6,0,0,1
21,117,1,1,0,2,2,3,0,0,1
21,118,3,1,0,0,0,6,0,0,1
21,119,4,2,0,0,0,6,0,0,1
21,120,3,2,0,0,0,6,0,0,1
21,121,0,1,0,0,0,1,0,0,1
21,122,0,2,0,0,0,2,0,0,1
21,123,3,1,0,0,0,6,0,0,1
21,124,1,1,0,2,2,3,0,0,1
22,1,0,1,0,0,0,1,0,0,1
22,2,3,2,0,0,0,6,0,0,1
22,3,1,1,0,1,1,3,0,0,1
22,4,3,1,0,0,0,6,0,0,1
22,5,0,2,0,0,0,2,0,0,1
22,6,4,1,0,0,0,6,0,0,1
22,7,0,1,0,0,0,6,0,0,1
22,8,1,1,0,1,1,15,0,0,1
22,9,0,1,0,0,0,1,0,0,1
22,10,3,2,0,0,0,6,0,0,1
22,11,1,1,1,0,1,6,1,0,0
22,12,1,1,0,1,1,15,1,0,0
22,13,3,1,0,0,0,6,1,0,0
22,14,0,2,0,0,0,1,1,0,0
22,15,1,2,0,1,2,15,1,0,0
22,16,0,2,0,0,0,6,1,0,0
22,17,0,2,0,0,0,6,1,0,0
22,18,0,1,0,0,0,2,1,0,0
22,19,3,2,0,0,0,6,1,0,0
22,20,0,1,0,0,0,6,1,0,0
22,21,1,1,0,1,2,15,1,0,0
22,22,0,1,0,0,0,2,1,0,0
22,23,3,2,0,0,0,6,1,0,0
22,24,1,2,0,1,1,15,1,0,0
22,25,1,2,0,1,1,3,1,0,0
22,26,0,2,0,0,0,6,1,0,0
22,27,0,1,0,0,0,2,1,0,0
22,28,1,2,0,2,1,3,1,0,0
22,29,3,2,0,0,0,6,1,0,0
22,30,3,1,0,0,0,6,1,0,0
22,31,0,2,0,0,0,1,1,0,0
22,32,3,1,0,0,0,6,1,0,0
22,33,0,2,0,0,0,2,1,0,0
22,34,0,1,0,0,0,2,1,0,0
22,35,3,2,0,0,0,6,1,0,0
22,36,0,2,0,0,0,6,1,0,0
22,37,0,1,0,0,0,2,1,0,0
22,38,3,2,0,0,0,6,1,0,0
22,39,4,2,0,0,0,6,1,0,0
22,40,0,1,0,0,0,2,1,0,0
22,41,3,2,0,0,0,6,1,0,0
22,42,3,1,0,0,0,6,1,0,0
22,43,0,2,0,0,0,1,1,0,0
22,44,3,1,0,0,0,6,1,0,0
22,45,0,2,0,0,0,2,1,0,0
22,46,1,1,0,0,1,15,1,0,0
22,47,0,2,0,0,0,6,1,0,0
22,48,1,1,0,1,1,15,1,0,0
22,49,0,1,0,0,0,6,1,0,0
22,50,0,1,0,0,0,6,1,0,0
22,51,1,1,0,2,2,3,1,0,0
22,52,1,1,0,1,1,3,1,0,0
22,53,0,1,0,0,0,6,1,0,0
22,54,1,1,0,1,2,6,1,0,0
22,55,7,2,0,0,0,6,1,0,0
22,56,7,2,0,0,0,6,1,0,0
22,57,1,2,0,2,2,3,1,0,0
22,58,3,1,0,0,0,6,1,0,0
22,59,0,2,0,0,0,2,1,0,0
22,60,0,2,0,0,0,6,1,0,0
22,61,7,1,0,0,0,6,1,0,0
22,62,1,2,0,2,1,3,1,0,0
22,63,1,2,0,3,1,15,1,0,0
22,64,0,2,0,0,0,6,1,0,0
22,65,1,2,0,0,1,3,1,0,0
22,66,1,2,0,0,2,3,1,0,0
22,67,1,2,0,2,2,3,1,0,0
22,68,1,2,0,1,1,3,1,0,0
22,69,3,1,0,0,0,6,1,0,0
22,70,0,2,0,0,0,2,1,0,0
22,71,7,1,0,0,0,6,1,0,0
22,72,1,1,0,0,1,3,1,0,0
22,73,0,1,0,0,0,6,1,0,0
22,74,0,1,0,0,0,6,1,0,0
22,75,3,1,0,0,0,6,1,0,0
22,76,0,1,0,0,0,1,1,0,0
22,77,0,2,0,0,0,2,1,0,0
22,78,3,2,0,0,0,6,1,0,0
22,79,0,1,0,0,0,6,1,0,0
22,80,0,1,0,0,0,1,1,0,0
22,81,3,2,0,0,0,6,1,0,0
22,82,7,2,0,0,0,6,1,0,0
22,83,3,1,0,0,0,6,1,0,0
22,84,4,1,0,0,0,6,1,0,0
22,85,0,2,0,0,0,2,1,0,0
22,86,7,1,0,0,0,6,1,0,0
22,87,3,1,0,0,0,6,1,0,0
22,88,0,2,0,0,0,2,1,0,0
22,89,1,1,0,0,2,15,1,0,0
22,90,1,1,0,1,1,6,1,0,0
22,91,1,1,0,0,2,3,1,0,0
22,92,1,2,0,1,1,15,1,0,0
22,93,0,1,0,0,0,1,1,0,0
22,94,3,2,0,0,0,6,1,0,0
22,95,0,2,0,0,0,6,1,0,0
22,96,1,2,0,1,2,3,1,0,0
22,97,1,2,0,1,2,3,1,0,0
22,98,1,1,0,1,1,15,1,0,0
22,99,3,1,0,0,0,6,1,0,0
22,100,4,1,0,0,0,6,1,0,0
22,101,4,1,0,0,0,6,1,0,0
22,102,3,1,0,0,0,6,1,0,0
22,103,0,2,0,0,0,2,1,0,0
22,104,0,2,0,0,0,1,1,0,0
22,105,1,2,0,1,1,3,1,0,0
23,1,3,2,0,0,0,6,0,0,1
23,2,0,1,0,0,0,1,0,0,1
23,3,0,1,0,0,0,6,0,0,1
23,4,0,1,0,0,0,6,0,0,1
23,5,0,2,0,0,0,2,0,0,1
23,6,3,1,0,0,0,6,0,0,1
23,7,3,2,0,0,0,6,0,0,1
23,8,0,1,0,0,0,2,0,0,1
23,9,1,1,0,2,1,3,0,0,1
23,10,1,1,0,1,1,3,0,0,1
23,11,0,2,0,0,0,6,0,0,1
23,12,3,2,0,0,0,6,0,0,1
23,13,0,1,0,0,0,1,0,0,1
23,14,1,2,0,1,1,15,0,0,1
23,15,3,2,0,0,0,6,0,0,1
23,16,0,1,0,0,0,1,0,0,1
23,17,0,2,0,0,0,6,0,0,1
23,18,1,1,0,0,1,15,0,0,1
23,19,0,2,0,0,0,1,0,0,1
23,20,3,1,0,0,0,6,0,0,1
23,21,4,1,0,0,0,6,0,0,1
23,22,0,1,0,0,0,6,0,0,1
23,23,0,1,0,0,0,6,0,0,1
23,24,3,2,0,0,0,6,0,0,1
23,25,0,1,0,0,0,2,0,0,1
23,26,0,2,0,0,0,6,0,0,1
23,27,3,2,0,0,0,6,0,0,1
23,28,0,1,0,0,0,1,0,0,1
23,29,4,2,0,0,0,6,0,0,1
23,30,3,2,0,0,0,6,0,0,1
23,31,0,1,0,0,0,2,0,0,1
23,32,0,1,0,0,0,1,0,0,1
23,33,3,2,0,0,0,6,0,0,1
23,34,0,1,0,0,0,2,0,0,1
23,35,0,2,0,0,0,2,0,0,1
23,36,3,1,0,0,0,6,0,0,1
23,37,0,1,0,0,0,2,0,0,1
23,38,1,1,0,1,1,15,0,0,1
23,39,0,2,0,0,0,2,0,0,1
23,40,3,1,0,0,0,6,0,0,1
23,41,3,2,0,0,0,6,0,0,1
23,42,0,1,0,0,0,1,0,0,1
23,43,1,1,0,0,1,15,0,0,1
23,44,0,1,0,0,0,6,0,0,1
23,45,0,1,0,0,0,6,0,0,1
23,46,1,1,0,0,2,15,0,0,1
23,47,0,2,0,0,0,1,0,0,1
23,48,3,1,0,0,0,6,0,0,1
23,49,1,1,0,2,2,3,0,0,1
23,50,1,1,0,1,1,15,0,0,1
23,51,1,1,0,0,2,3,0,0,1
23,52,1,2,0,1,1,15,0,0,1
23,53,1,1,0,1,2,15,0,0,1
23,54,1,1,0,1,1,15,0,0,1
23,55,0,1,0,0,0,6,0,0,1
23,56,7,1,0,0,0,6,0,0,1
23,57,7,2,0,0,0,6,0,0,1
23,58,7,1,0,0,0,6,0,0,1
23,59,1,2,0,1,2,6,0,0,1
23,60,0,2,0,0,0,2,0,0,1
23,61,3,1,0,0,0,6,0,0,1
23,62,4,1,0,0,0,6,0,0,1
23,63,1,1,0,1,2,15,0,0,1
23,64,3,2,0,0,0,6,0,0,1
23,65,0,1,0,0,0,2,0,0,1
23,66,1,1,0,4,1,3,0,0,1
23,67,0,1,0,0,0,6,0,0,1
23,68,0,2,0,0,0,2,0,0,1
23,69,3,1,0,0,0,6,0,0,1
23,70,1,1,0,2,2,13,0,0,1
23,71,3,2,0,0,0,6,0,0,1
23,72,0,1,0,0,0,1,0,0,1
23,73,0,2,0,0,0,1,0,0,1
23,74,3,1,0,0,0,6,0,0,1
23,75,7,2,0,0,0,6,0,0,1
23,76,0,1,0,0,0,6,0,0,1
23,77,1,1,0,3,2,3,0,0,1
23,78,0,2,0,0,0,6,0,0,1
23,79,3,2,0,0,0,6,0,0,1
23,80,0,1,0,0,0,1,0,0,1
23,81,1,1,1,3,1,13,1,0,0
23,82,4,2,0,0,0,6,1,0,0
23,83,1,2,0,1,1,3,1,0,0
23,84,0,2,0,0,0,6,1,0,0
23,85,7,2,0,0,0,6,1,0,0
23,86,0,2,0,0,0,1,1,0,0
23,87,3,1,0,0,0,6,1,0,0
23,88,1,2,0,1,1,15,1,0,0
23,89,7,1,0,0,0,6,1,0,0
23,90,3,2,0,0,0,6,1,0,0
23,91,0,1,0,0,0,1,1,0,0
23,92,0,2,0,0,0,2,1,0,0
23,93,3,1,0,0,0,6,1,0,0
24,1,0,1,0,0,0,6,0,0,1
24,2,0,2,0,0,0,6,0,0,1
24,3,0,1,0,0,0,1,0,0,1
24,4,1,1,0,2,1,3,0,0,1
24,5,0,1,0,0,0,6,0,0,1
24,6,1,1,0,0,2,15,0,0,1
24,7,3,1,0,0,0,6,0,0,1
24,8,0,2,0,0,0,1,0,0,1
24,9,0,2,0,0,0,6,0,0,1
24,10,0,2,0,0,0,6,0,0,1
24,11,1,1,0,0,1,15,0,0,1
24,12,0,1,0,0,0,6,0,0,1
24,13,1,1,0,1,2,3,0,0,1
24,14,3,1,0,0,0,6,0,0,1
24,15,0,1,0,0,0,6,0,0,1
24,16,0,2,0,0,0,2,0,0,1
24,17,0,1,0,0,0,6,0,0,1
24,18,1,2,1,2,1,13,0,1,0
24,19,0,1,0,0,0,1,0,1,0
24,20,3,2,0,0,0,6,0,1,0
24,21,0,1,0,0,0,6,0,1,0
24,22,0,2,0,0,0,6,0,1,0
24,23,3,1,0,0,0,6,0,1,0
24,24,4,1,0,0,0,6,0,1,0
24,25,0,2,0,0,0,1,0,1,0
24,26,1,2,0,0,1,15,0,1,0
24,27,0,2,0,0,0,6,0,1,0
24,28,1,2,0,0,1,3,0,1,0
24,29,0,1,0,0,0,6,0,1,0
24,30,3,1,0,0,0,6,0,1,0
24,31,11,1,0,0,0,6,0,1,0
24,32,4,1,0,0,0,6,0,1,0
24,33,0,2,0,0,0,1,0,1,0
24,34,1,2,0,1,1,15,0,1,0
24,35,1,2,1,0,1,13,0,1,0
24,36,0,1,0,0,0,1,0,1,0
24,37,3,1,0,0,0,6,0,1,0
24,38,3,2,0,0,0,6,0,1,0
24,39,4,2,0,0,0,6,0,1,0
24,40,0,2,0,0,0,2,0,1,0
24,41,0,1,0,0,0,6,0,1,0
24,42,3,1,0,0,0,6,0,1,0
24,43,0,2,0,0,0,1,0,1,0
24,44,0,1,0,0,0,1,0,1,0
24,45,3,2,0,0,0,6,0,1,0
24,46,3,1,0,0,0,6,0,1,0
24,47,0,1,0,0,0,2,0,1,0
24,48,0,2,0,0,0,1,0,1,0
24,49,3,2,0,0,0,6,0,1,0
24,50,1,1,0,1,1,15,0,1,0
24,51,0,1,0,0,0,6,0,1,0
24,52,1,1,0,2,2,3,0,1,0
24,53,0,1,0,0,0,2,0,1,0
24,54,7,1,0,0,0,6,0,1,0
24,55,7,1,0,0,0,6,0,1,0
24,56,3,2,0,0,0,6,0,1,0
24,57,3,1,0,0,0,6,0,1,0
24,58,0,2,0,0,0,2,0,1,0
24,59,0,1,0,0,0,6,0,1,0
24,60,0,1,0,0,0,1,0,1,0
24,61,3,2,0,0,0,6,0,1,0
24,62,4,2,0,0,0,6,0,1,0
24,63,1,1,0,2,2,3,0,1,0
24,64,0,1,0,0,0,6,0,1,0
24,65,1,1,1,2,1,3,0,1,0
24,66,3,1,0,0,0,6,0,1,0
24,67,0,2,0,0,0,1,0,1,0
24,68,3,1,0,0,0,6,0,1,0
24,69,0,1,0,0,0,2,0,1,0
24,70,0,2,0,0,0,1,0,1,0
24,71,3,2,0,0,0,6,0,1,0
24,72,0,1,0,0,0,6,0,1,0
24,73,1,1,0,3,1,6,0,1,0
24,74,0,1,0,0,0,6,0,1,0
24,75,0,1,0,0,0,1,0,1,0
24,76,3,2,0,0,0,6,0,1,0
24,77,0,2,0,0,0,2,0,1,0
24,78,7,2,0,0,0,6,0,1,0
24,79,0,1,0,0,0,6,0,1,0
24,80,1,1,0,0,1,3,0,1,0
24,81,0,1,0,0,0,6,0,1,0
24,82,0,1,0,0,0,1,0,1,0
24,83,3,2,0,0,0,6,0,1,0
24,84,0,1,0,0,0,1,0,1,0
24,85,3,2,0,0,0,6,0,1,0
24,86,0,1,0,0,0,2,0,1,0
24,87,3,2,0,0,0,6,0,1,0
24,88,0,2,0,0,0,6,0,1,0
24,89,0,2,0,0,0,6,0,1,0
24,90,0,2,0,0,0,6,0,1,0
24,91,7,2,0,0,0,6,0,1,0
24,92,3,1,0,0,0,6,0,1,0
24,93,0,2,0,0,0,2,0,1,0
24,94,0,1,0,0,0,1,0,1,0
24,95,3,2,0,0,0,6,0,1,0
24,96,0,1,0,0,0,6,0,1,0
24,97,7,1,0,0,0,6,0,1,0
24,98,0,2,0,0,0,2,0,1,0
24,99,4,2,0,0,0,6,0,1,0
24,100,3,1,0,0,0,6,0,1,0
24,101,0,2,0,0,0,2,0,1,0
24,102,0,1,0,0,0,2,0,1,0
24,103,3,2,0,0,0,6,0,1,0
24,104,0,1,0,0,0,1,0,1,0
24,105,3,2,0,0,0,6,0,1,0
24,106,1,1,0,1,2,3,0,1,0
24,107,0,1,0,0,0,2,0,1,0
24,108,3,2,0,0,0,6,0,1,0
24,109,0,1,0,0,0,2,0,1,0
24,110,3,1,0,0,0,6,0,1,0
24,111,7,2,0,0,0,6,0,1,0
24,112,3,2,0,0,0,6,0,1,0
24,113,0,2,0,0,0,2,0,1,0
24,114,0,1,0,0,0,1,0,1,0
24,115,3,2,0,0,0,6,0,1,0
24,116,1,1,0,0,1,15,0,1,0
24,117,0,1,0,0,0,6,0,1,0
24,118,0,1,0,0,0,1,0,1,0
24,119,1,1,0,0,1,3,0,1,0
24,120,3,2,0,0,0,6,0,1,0
24,121,0,2,0,0,0,6,0,1,0
25,1,0,1,0,0,0,6,0,0,1
25,2,0,2,0,0,0,6,0,0,1
25,3,3,1,0,0,0,6,0,0,1
25,4,0,2,0,0,0,1,0,0,1
25,5,0,1,0,0,0,2,0,0,1
25,6,1,1,0,0,1,3,0,0,1
25,7,3,2,0,0,0,6,0,0,1
25,8,0,1,0,0,0,1,0,0,1
25,9,3,2,0,0,0,6,0,0,1
25,10,0,1,0,0,0,2,0,0,1
25,11,3,2,0,0,0,6,0,0,1
25,12,3,1,0,0,0,6,0,0,1
25,13,0,2,0,0,0,2,0,0,1
25,14,0,2,0,0,0,6,0,0,1
25,15,0,1,0,0,0,6,0,0,1
25,16,0,2,0,0,0,6,0,0,1
25,17,0,1,0,0,0,2,0,0,1
25,18,1,1,0,2,2,3,0,0,1
25,19,3,2,0,0,0,6,0,0,1
25,20,0,1,0,0,0,2,0,0,1
25,21,3,2,0,0,0,6,0,0,1
25,22,0,2,0,0,0,6,0,0,1
25,23,0,1,0,0,0,6,0,0,1
25,24,0,1,0,0,0,2,0,0,1
25,25,1,1,0,3,1,15,0,0,1
25,26,3,2,0,0,0,6,0,0,1
25,27,3,1,0,0,0,6,0,0,1
25,28,0,2,0,0,0,2,0,0,1
25,29,0,1,0,0,0,2,0,0,1
25,30,0,2,0,0,0,6,0,0,1
25,31,0,1,0,0,0,6,0,0,1
25,32,0,1,0,0,0,2,0,0,1
25,33,3,2,0,0,0,6,0,0,1
25,34,0,1,0,0,0,2,0,0,1
25,35,3,2,0,0,0,6,0,0,1
25,36,1,2,0,0,1,15,0,0,1
25,37,0,2,0,0,0,6,0,0,1
25,38,0,1,0,0,0,2,0,0,1
25,39,3,2,0,0,0,6,0,0,1
25,40,0,1,0,0,0,1,0,0,1
25,41,3,2,0,0,0,6,0,0,1
25,42,0,2,0,0,0,6,0,0,1
25,43,1,1,0,0,1,3,0,0,1
25,44,0,1,0,0,0,6,0,0,1
25,45,3,1,0,0,0,6,0,0,1
25,46,0,2,0,0,0,1,0,0,1
25,47,1,2,0,0,1,15,0,0,1
25,48,0,1,0,0,0,1,0,0,1
25,49,3,2,0,0,0,6,0,0,1
25,50,4,2,0,0,0,6,0,0,1
25,51,3,1,0,0,0,6,0,0,1
25,52,0,2,0,0,0,2,0,0,1
25,53,1,1,0,1,2,15,0,0,1
25,54,0,1,0,0,0,2,0,0,1
25,55,3,2,0,0,0,6,0,0,1
25,56,0,1,0,0,0,2,0,0,1
25,57,3,2,0,0,0,6,0,0,1
25,58,0,2,0,0,0,6,0,0,1
25,59,1,2,0,1,1,15,0,0,1
25,60,1,1,0,1,2,3,0,0,1
25,61,0,2,0,0,0,6,0,0,1
25,62,0,2,0,0,0,6,0,0,1
25,63,1,2,1,0,1,13,0,1,0
25,64,1,1,0,2,2,6,0,1,0
25,65,7,1,0,0,0,6,0,1,0
25,66,1,1,0,1,1,3,0,1,0
25,67,1,1,0,0,1,15,0,1,0
25,68,0,1,0,0,0,2,0,1,0
25,69,0,1,0,0,0,6,0,1,0
25,70,3,2,0,0,0,6,0,1,0
25,71,1,2,0,0,1,3,0,1,0
25,72,0,2,0,0,0,6,0,1,0
25,73,3,1,0,0,0,6,0,1,0
25,74,0,2,0,0,0,2,0,1,0
25,75,7,1,0,0,0,6,0,1,0
25,76,1,1,0,0,1,3,0,1,0
25,77,0,1,0,0,0,1,0,1,0
25,78,1,1,0,1,1,15,0,1,0
25,79,0,1,0,0,0,2,0,1,0
25,80,3,2,0,0,0,6,0,1,0
25,81,1,2,0,1,1,3,0,1,0
25,82,3,2,0,0,0,6,0,1,0
25,83,7,2,0,0,0,6,0,1,0
25,84,3,1,0,0,0,6,0,1,0
25,85,0,2,0,0,0,2,0,1,0
25,86,1,2,0,1,1,3,0,1,0
25,87,0,1,0,0,0,1,0,1,0
25,88,3,2,0,0,0,6,0,1,0
25,89,1,1,0,1,1,15,0,1,0
25,90,1,1,0,0,1,3,0,1,0
25,91,1,1,0,0,1,15,0,1,0
25,92,1,2,1,2,1,3,0,1,0
25,93,1,1,0,3,1,3,0,1,0
25,94,0,1,0,0,0,6,0,1,0
25,95,1,1,0,0,1,15,0,1,0
25,96,7,2,0,0,0,6,0,1,0
25,97,7,1,0,0,0,6,0,1,0
25,98,0,1,0,0,0,6,0,1,0
25,99,0,2,0,0,0,6,0,1,0
25,100,3,1,0,0,0,6,0,1,0
25,101,0,2,0,0,0,1,0,1,0
25,102,0,1,0,0,0,6,0,1,0
25,103,7,2,0,0,0,6,0,1,0
25,104,0,1,0,0,0,6,0,1,0
25,105,0,1,0,0,0,1,0,1,0
25,106,3,2,0,0,0,6,0,1,0
25,107,1,1,1,1,1,3,0,1,0
25,108,3,1,0,0,0,6,0,1,0
25,109,3,1,0,0,0,6,0,1,0
25,110,1,1,0,2,2,15,0,1,0
25,111,1,2,0,1,2,3,0,1,0
25,112,0,2,0,0,0,2,0,1,0
25,113,4,2,0,0,0,6,0,1,0
25,114,0,2,0,0,0,2,0,1,0
26,1,0,2,0,0,0,2,0,0,1
26,2,0,1,0,0,0,2,0,0,1
26,3,3,2,0,0,0,6,0,0,1
26,4,0,1,0,0,0,1,0,0,1
26,5,3,2,0,0,0,6,0,0,1
26,6,1,1,0,1,1,3,0,0,1
26,7,0,2,0,0,0,6,0,0,1
26,8,3,2,0,0,0,6,0,0,1
26,9,0,1,0,0,0,1,0,0,1
26,10,1,2,0,4,1,3,0,0,1
26,11,1,1,0,1,1,15,0,0,1
26,12,3,2,0,0,0,6,0,0,1
26,13,0,1,0,0,0,1,0,0,1
26,14,1,1,0,0,2,15,0,0,1
26,15,1,2,0,1,1,15,0,0,1
26,16,0,2,0,0,0,6,0,0,1
26,17,0,1,0,0,0,2,0,0,1
26,18,3,2,0,0,0,6,0,0,1
26,19,3,1,0,0,0,6,0,0,1
26,20,0,2,0,0,0,1,0,0,1
26,21,3,2,0,0,0,6,0,0,1
26,22,0,1,0,0,0,1,0,0,1
26,23,1,1,0,0,1,6,0,0,1
26,24,0,1,0,0,0,6,0,0,1
26,25,0,1,0,0,0,6,0,0,1
26,26,3,2,0,0,0,6,0,0,1
26,27,0,1,0,0,0,1,0,0,1
26,28,4,2,0,0,0,6,0,0,1
26,29,0,1,0,0,0,6,0,0,1
26,30,0,2,0,0,0,2,0,0,1
26,31,3,1,0,0,0,6,0,0,1
26,32,1,1,0,4,1,3,0,0,1
26,33,1,1,0,1,1,15,0,0,1
26,34,1,2,0,1,1,15,0,0,1
26,35,0,2,0,0,0,6,0,0,1
26,36,0,2,0,0,0,6,0,0,1
26,37,0,2,0,0,0,2,0,0,1
26,38,3,1,0,0,0,6,0,0,1
26,39,4,1,0,0,0,6,0,0,1
26,40,3,2,0,0,0,6,0,0,1
26,41,0,1,0,0,0,1,0,0,1
26,42,4,2,0,0,0,6,0,0,1
26,43,1,2,0,1,1,3,0,0,1
26,44,0,2,0,0,0,2,0,0,1
26,45,3,1,0,0,0,6,0,0,1
26,46,0,2,0,0,0,6,0,0,1
26,47,0,2,0,0,0,6,0,0,1
26,48,1,2,0,2,1,15,0,0,1
26,49,0,2,0,0,0,6,0,0,1
26,50,0,2,0,0,0,1,0,0,1
